Tweets,Relevance
Fri May 08 15:55:15 +0000 2015 Beginning this week  has daytime closures Mon-Fri 7am-6pm to remove paint &amp; apply new coating,Relevant
Fri May 08 15:32:38 +0000 2015  Bravo!!  has 657 bridges in NYC that are all walkable! Please keep us posted on your journey :)  ,Non-Relevant
"Fri May 08 15:07:14 +0000 2015 Our second  TV ad,  premiers today &amp; reminds drivers to pay attention.  ",Non-Relevant
Fri May 08 12:12:11 +0000 2015  is now operating on a modified schedule as a result of the fog during this mornings rush hour.,Non-Relevant
Thu May 07 21:47:35 +0000 2015 Today's helmet fitting  sure is popular! Check out our calendar for more events!  ,Non-Relevant
"Thu May 07 20:17:23 +0000 2015 Due to a mechanical issue and a medical emergency,  passengers should anticipate delays during evening rush hour.",Non-Relevant
Thu May 07 19:36:32 +0000 2015  This is due to  E81st Pedestrian Bridge project. More info about the project in DDC's newsletter.,Non-Relevant
Thu May 07 19:26:54 +0000 2015 Saturday join the discussion &amp; check out proposals for an improved  in   ,Non-Relevant
Thu May 07 16:06:30 +0000 2015  Please report road condition location to  via free app/DM. NYC Comptroller property damage form:,Non-Relevant
Thu May 07 16:06:04 +0000 2015  Please report road condition location to  via free app/DM. NYC Comptroller property damage form,Non-Relevant
"Thu May 07 13:38:55 +0000 2015 Thx for spreading the word,  Just to clarify helmet fitting is TODAY 3:30-7pm at  and  is Sat",Non-Relevant
Thu May 07 13:35:27 +0000 2015 Early morning intermittent closures on  for swing span operations 5/9-5/14 (2am-5am). More info here,Relevant
Wed May 06 21:45:46 +0000 2015 Northbound  from E 81st to E 90th St lane closures extended through 6/1. See pic for lane closure days/times,Relevant
Wed May 06 20:02:07 +0000 2015 Want to make new health &amp;  connections in NYC?   on 5/11  ,Non-Relevant
Wed May 06 16:50:18 +0000 2015   Add'l info about parking options are posted on our website,Non-Relevant
Wed May 06 16:49:57 +0000 2015  There are 2 municipal lots at St George Terminal $8/daily. Nearby municipal garage &amp; lot at St George Courthouse Garage $55/month.,Non-Relevant
Wed May 06 15:04:53 +0000 2015   was joined by CM   &amp;  this AM at 86th/Lex  ,Non-Relevant
Wed May 06 14:52:39 +0000 2015  Please report the step street location to  - Thx!,Non-Relevant
Wed May 06 14:51:44 +0000 2015  The Goethals Bridge is maintained by  please ask them or visit their website:,Non-Relevant
Wed May 06 14:44:15 +0000 2015  Please follow up with  using your SR This looks like a cave-in which may require DEP.,Non-Relevant
Tue May 05 19:36:13 +0000 2015    Please feel free to request  or  here:,Non-Relevant
Tue May 05 17:34:28 +0000 2015   Please feel free to share your suggestion with us here:,Non-Relevant
Tue May 05 15:08:01 +0000 2015  with road safety. Group  to launch 3rd annual   w   ,Non-Relevant
Tue May 05 14:39:13 +0000 2015 Kicking off  with   &amp;  ,Non-Relevant
Tue May 05 13:02:14 +0000 2015 Each year in  250+ pedestrians are severely injured/killed in traffic crashes.   ,Non-Relevant
Mon May 04 16:14:38 +0000 2015  (2/2) Please check Pedestrian Safety Borough Plans for more info,Non-Relevant
Mon May 04 16:14:05 +0000 2015  Saw your  post. (1/2) Currently takes over a year to obtain reliable severe injury data.,Non-Relevant
Mon May 04 15:57:23 +0000 2015  Thx for reporting the location to,Non-Relevant
Mon May 04 15:55:45 +0000 2015  Pls report pothole to  . NYC Comptroller vehicle property damage claim form available here:,Non-Relevant
"Mon May 04 15:43:57 +0000 2015  Thx for the head's up, we'll fix that!",Non-Relevant
Mon May 04 15:37:01 +0000 2015   is the official Twitter for the agency. To reach our Commissioner pls use official correspondence:,Non-Relevant
"Mon May 04 14:31:08 +0000 2015  intermittent bridge closures 5/5-5/8, 2am-5am for swing span operations",Relevant
Mon May 04 14:13:58 +0000 2015  joins     to  - Pass  ,Non-Relevant
Mon May 04 11:58:57 +0000 2015 New  campaign highlights the real &amp; tragic results of traffic incidents.  ,Non-Relevant
Sun May 03 16:11:09 +0000 2015 Biking over the  !   ,Non-Relevant
"Sun May 03 13:44:08 +0000 2015   from the   ! 32,000 cyclists are enjoying 40miles of car free  today",Non-Relevant
Fri May 01 22:17:28 +0000 2015 Pothole repairs cont. tomorrow in all 5 boroughs: 60 crews will be working on residential streets &amp; major arterials,Relevant
Fri May 01 20:22:52 +0000 2015 5 Boro Bike Tour is Sunday! See streets affected via weekend advisory    ,Non-Relevant
Fri May 01 17:50:31 +0000 2015 Friday night overnight detour for Manhattan-bound traffic on  No closure Saturday or Sunday nights,Relevant
"Fri May 01 17:36:59 +0000 2015  Thx, but please DM  with the location or report via free 311 app or report online at",Non-Relevant
Fri May 01 16:22:26 +0000 2015 Access to South Municipal Parking Lot and Kiss &amp; Ride at the  will be closing 12am 5/3 in prep of  ,Relevant
"Fri May 01 16:15:26 +0000 2015  repairs resume on Saturday. Full bridge closure: 5/2,5/9. Use Metropolitan Ave as alt.",Relevant
Fri May 01 15:23:54 +0000 2015 Comm Trottenberg joins  to announce state funding to study new ramp off Hutch   ,Non-Relevant
Fri May 01 13:32:36 +0000 2015 Pothole repair happening now on ramp to  ,Non-Relevant
"Thu Apr 30 21:46:28 +0000 2015 Please note the following street closures for tomorrow, May 1st between 5-8pm  ",Relevant
Thu Apr 30 20:30:39 +0000 2015 Two   sessions this afternoon: Bronx &amp; Queens!     ,Non-Relevant
Thu Apr 30 20:10:35 +0000 2015  (2/2) Non-commercial vehicles may park/stand for free at these locations daily from 7:01pm to 6:59am and all day Sunday.,Non-Relevant
Thu Apr 30 20:09:41 +0000 2015  (1/2) Non-commercial vehicles may not park nor stand at those locations Mon-Sat between 7am-7pm.,Non-Relevant
Thu Apr 30 15:35:48 +0000 2015  joined  tour of 125th &amp; Lexington yesterday     ,Non-Relevant
Thu Apr 30 15:11:08 +0000 2015 New  schedule goes into effect May 1st! Download new  timetable now!  ,Non-Relevant
Thu Apr 30 14:13:41 +0000 2015  Hi there - What's the question?,Non-Relevant
Thu Apr 30 14:10:26 +0000 2015 Ride the  Help plan the  stops for the  at tonight's workshop,Non-Relevant
Thu Apr 30 14:05:40 +0000 2015    Pls report cross streets to  via DM so that the appropriate agency may respond,Non-Relevant
Thu Apr 30 13:45:22 +0000 2015 Not riding  You can still grab life by the handlebars &amp;  Pls avoid  bike lane: it's closed 5/3 8am-4pm,Relevant
Thu Apr 30 12:52:04 +0000 2015 Comm Trottenberg joins  &amp;  at  Speaker Series this morning  ,Non-Relevant
Wed Apr 29 16:30:48 +0000 2015 Reminder:  traffic shift begins 4/30 10pm. 2 E/B Belt Pkwy lanes at Bay Ridge Ave Exit 1 shift left,Relevant
Wed Apr 29 16:30:32 +0000 2015 DOT will begin paint removal &amp; application of new protective coating on  over  5/4,Non-Relevant
Wed Apr 29 14:35:16 +0000 2015 Excavation in progress for a new curb extension at 108th St &amp; Park Ave.  # SIM,Non-Relevant
Wed Apr 29 13:41:07 +0000 2015     please report condition and location to  via free app or DM. Thx,Non-Relevant
Wed Apr 29 13:39:06 +0000 2015  please DM  with the location of the pothole or cave in.  Or report via their free app. Thx,Non-Relevant
Wed Apr 29 12:47:01 +0000 2015   is out this morning talking with commutersat 138th St &amp; 3rd Ave  with  ,Non-Relevant
Wed Apr 29 12:05:19 +0000 2015 Join us &amp;  tonight to give feedback on proposed   for   ,Non-Relevant
"Tue Apr 28 18:58:54 +0000 2015  Yes, that class of boats has tie-backs in the front to keep passengers inside. This is done to increase safety for passengers.",Non-Relevant
Tue Apr 28 17:22:37 +0000 2015  Can you DM us a photo with your contact info so we can look into it?,Non-Relevant
Tue Apr 28 14:59:14 +0000 2015 IS230 students sign a declaration for    ,Non-Relevant
Tue Apr 28 14:51:09 +0000 2015 IS230 students explain scrabble design for new  sign.    ,Non-Relevant
Tue Apr 28 14:24:15 +0000 2015 IS230 takes a  during the   sign installation   ,Non-Relevant
Tue Apr 28 12:01:03 +0000 2015  reprises the free walking tour Art &amp; Architecture of  from last year's  RSVP for 5/3.,Non-Relevant
Mon Apr 27 21:20:17 +0000 2015    The CB3 will consider the taxi relief stand at their 5/13 meeting.,Non-Relevant
"Mon Apr 27 19:01:43 +0000 2015 Two nights this week, two westbound lanes on  over  will be closed (11pm-5am).",Relevant
"Mon Apr 27 19:01:09 +0000 2015 Please note: the   will be closed Sunday, 5/3 8am-4pm for the  ",Relevant
"Mon Apr 27 18:30:51 +0000 2015  intermittent bridge closures 4/28 -5/2, 2am-5am for swing span operations",Relevant
"Mon Apr 27 16:18:24 +0000 2015   Sorry about that, here's the contact info for DOT's Brooklyn Borough Commissioner's office",Non-Relevant
"Mon Apr 27 15:51:08 +0000 2015  Installed in the fall. If you want more bike corrals, please ask your favorite businesses to apply!",Non-Relevant
Mon Apr 27 15:49:06 +0000 2015  Please contact the DOT Borough Commissioner's office regarding your inquiry:,Non-Relevant
Mon Apr 27 15:48:15 +0000 2015   Please contact your DOT Boro Comm office to request a stop sign in your borough:,Non-Relevant
"Mon Apr 27 15:44:53 +0000 2015   Pls report cross street to  via DM, free app or  so that the location may be addressed.",Non-Relevant
"Mon Apr 27 15:20:51 +0000 2015  No rule, but crew may advise passengers to remain off the deck if there is danger due to weather or rough seas.",Non-Relevant
Mon Apr 27 15:07:32 +0000 2015   Please contact  regarding payment for tickets for towed vehicles.,Non-Relevant
Mon Apr 27 14:51:18 +0000 2015   On average there is 2 week gap btn milling/paving to allow utilities/others to repair infrastructure below street,Non-Relevant
"Mon Apr 27 14:44:51 +0000 2015  Pls report cross streets to  via DM, their free app, or online:  so they are addressed. Thanks",Non-Relevant
Mon Apr 27 14:42:53 +0000 2015    Pls feel free to share your suggestion with DOT's Boro Comm's office. Contact them here:,Non-Relevant
Mon Apr 27 14:11:19 +0000 2015  We're sorry to hear that. You may log your complaint by calling  or reporting online here:,Non-Relevant
Mon Apr 27 14:05:57 +0000 2015  Please report damaged sign to  via their app or online here:  thanks!,Non-Relevant
Mon Apr 27 14:01:34 +0000 2015 Routine testing of  tomorrow 4/28 10am-2pm. Bridge fully closed for up to 15 min at a time.,Relevant
Fri Apr 24 21:46:55 +0000 2015  We will inspect. Could you please share the cross street?,Non-Relevant
Fri Apr 24 21:13:04 +0000 2015  continues pothole repairs across all 5 boroughs this weekend. You can report potholes to  via DM,Non-Relevant
Fri Apr 24 14:16:55 +0000 2015  overnight detour to Mn-bound traffic Sat 12:01am to 7am. No closure Sat/Sun PM  ,Relevant
"Fri Apr 24 14:15:26 +0000 2015  repairs resume on Saturday. Full bridge closure: 4/25,5/2,5/9. Use Metropolitan Ave as alt.",Relevant
Fri Apr 24 13:31:49 +0000 2015   Please contact the  regarding the GW Bridge; here's how to reach them:,Non-Relevant
Thu Apr 23 18:01:31 +0000 2015 Reminder: tmrw 4/24 at 5pm meet the  at 39th &amp; Broadway for a tour of  newest sculptures  ,Non-Relevant
Thu Apr 23 17:50:55 +0000 2015  Please contact the  regarding the Hugh L. Carey (Brooklyn Battery) Tunnel,Non-Relevant
Thu Apr 23 17:37:06 +0000 2015  Please call the local precinct regarding these No Parking signs.,Non-Relevant
Thu Apr 23 17:18:09 +0000 2015  Bike parking removed due to pending construction. We see a need for bike parking at this location &amp; will try to provide it nearby,Non-Relevant
Thu Apr 23 17:16:35 +0000 2015 Discuss   at   tonight 6-8pm 91-30 Metropolitan Ave w/us &amp;  ,Non-Relevant
Thu Apr 23 16:30:42 +0000 2015 RSVP for  to help make new health &amp;  connections 5/11   ,Non-Relevant
Thu Apr 23 16:23:25 +0000 2015  Please report the location to   - thank you.,Non-Relevant
Thu Apr 23 16:05:24 +0000 2015 Nighttime preventive maintenance on  Thurs 4/23 &amp; Fri 4/24 btn 10pm-5am.,Relevant
Thu Apr 23 16:01:58 +0000 2015  Please call  to report a traffic signal issue.,Non-Relevant
"Thu Apr 23 16:01:21 +0000 2015  intermittent bridge closures 4/24 + 4/25, 2am-5am for swing span operations",Relevant
Thu Apr 23 15:35:52 +0000 2015  Please report cross streets to   Thanks,Non-Relevant
Thu Apr 23 14:15:30 +0000 2015 Goal: A 25% increase in transit access to jobs for all New Yorkers.    ,Non-Relevant
"Wed Apr 22 20:45:24 +0000 2015 By 2040, 90% of New Yorkers will live within 45 minutes transit of 200,000 jobs:   ",Non-Relevant
Wed Apr 22 19:03:23 +0000 2015  This corridor's speed limit was reduced prior to citywide change. Signage remains to remind drivers to follow posted speed limit.,Non-Relevant
Wed Apr 22 18:44:05 +0000 2015  announces the artists selected to beautify the  tunnel in   ,Non-Relevant
Wed Apr 22 16:44:17 +0000 2015  wishes New Yorkers a  with the release of    ,Non-Relevant
Wed Apr 22 13:00:57 +0000 2015 Happy  NYC!     ,Non-Relevant
Wed Apr 22 01:22:43 +0000 2015   Lane should be re-opened at 8am. Please contact your Boro Comm office with add'l questions,Relevant
Wed Apr 22 01:11:36 +0000 2015   2) Tonightthe contractor returns to perform clean up work which does not require a full closure of the roadway.,Non-Relevant
Wed Apr 22 01:10:48 +0000 2015   Contractor completed milling of 65th St btn Central Park West &amp; 5th Ave last night.,Non-Relevant
"Tue Apr 21 21:34:25 +0000 2015  Street Team at Tillary &amp; Flatbush today, one of Brooklyn's busiest!",Non-Relevant
Tue Apr 21 20:35:17 +0000 2015 This afternoon Commissioner Trottenberg joins  for their annual meeting,Non-Relevant
Tue Apr 21 20:02:41 +0000 2015  Good news! We have support from community to replace flex delineators w jersey barriers. Currently scheduling installation,Non-Relevant
Tue Apr 21 19:35:25 +0000 2015  traffic shift   begins 4/30 10pm. 2 E/B Belt Pkwy lanes at Bay Ridge Ave Exit 1 shift left,Relevant
"Tue Apr 21 19:20:24 +0000 2015 On 4/24 at 5 pm, meet the  at 39th &amp; Broadway for a tour of  newest sculptures  ",Non-Relevant
Tue Apr 21 18:16:19 +0000 2015 Artists: Community Commissions applications due Friday 4/24! Apply for a chance to beautify a  priority site!,Non-Relevant
Tue Apr 21 16:10:23 +0000 2015 Commissioner Trottenberg speaks  &amp;  with  Leadership Circle,Non-Relevant
Tue Apr 21 15:01:53 +0000 2015  lane closure under  this Thurs 11pm to  Fri 5am.,Relevant
"Tue Apr 21 14:46:49 +0000 2015  Thanks for letting us know, the map is working again!",Non-Relevant
Tue Apr 21 14:28:26 +0000 2015  please report the location to  via DM or their free smartphone app. Thx,Non-Relevant
"Tue Apr 21 14:01:15 +0000 2015  Upper Level lane closures 4/21,4/23+4/24 10pm-5am. Bike/Ped paths remain open, brief interruptions",Relevant
Tue Apr 21 13:25:12 +0000 2015  Please report location to  by calling or reporting online here:,Non-Relevant
Tue Apr 21 13:19:49 +0000 2015  The  is running on its regular schedule this morning.,Non-Relevant
Tue Apr 21 13:01:46 +0000 2015  hosts  Wed night with  AC Wendy Feuer as moderator; RSVP   ,Non-Relevant
Mon Apr 20 20:23:26 +0000 2015  Boats will depart approx every 20 min,Non-Relevant
"Mon Apr 20 20:07:54 +0000 2015 Due to reduced visibility as a result of the fog,  will operate on a modified schedule during the PM rush hour.",Non-Relevant
Mon Apr 20 19:00:54 +0000 2015 Nighttime preventive maintenance on  Thurs 4/23 &amp; Fri 4/24 btn 10pm-5am.,Relevant
